id,segment,account_created_at,typical_amount,txn_per_month
9590,high_frequency,2025-05-01 10:14:16,1133.44,13.1
9591,high_value,2025-01-27 09:27:43,3132.22,0.83
9592,regular,2025-02-14 17:51:18,882.3,4.57
9593,high_value,2025-01-06 11:26:57,8197.33,0.86
9594,low_frequency,2025-01-05 02:50:49,1102.47,0.2
9595,low_frequency,2025-01-20 22:26:02,804.98,0.84
9596,regular,2025-01-29 20:50:33,1402.85,1.24
9597,regular,2025-04-08 00:33:16,4847.37,1.31
9598,regular,2025-02-26 05:08:08,518.65,6.51
9599,regular,2025-01-28 14:06:43,1949.45,5.73
9600,regular,2025-05-07 08:08:37,1697.48,4.46
9601,high_frequency,2025-03-22 05:57:58,2301.49,15.25
9602,low_frequency,2025-02-17 17:31:51,4302.29,0.92
9603,low_frequency,2025-04-20 09:49:15,1894.33,1.17
9604,regular,2025-02-11 10:36:16,1060.12,7.38
9605,regular,2025-03-16 21:25:49,2426.55,4.75
9606,high_frequency,2025-05-21 10:35:10,990.84,10.46
9607,low_frequency,2025-03-21 13:53:52,1564.4,1.3
9608,low_frequency,2025-02-19 23:59:54,2406.28,1.33
9609,high_value,2025-01-19 08:27:09,6299.7,3.33
9610,low_frequency,2025-04-13 21:49:39,2905.15,1.85
9611,regular,2025-04-28 04:16:18,4592.43,1.98
9612,low_frequency,2025-04-07 20:22:06,2115.3,1.22
9613,regular,2025-02-02 16:51:36,1444.57,4.24
9614,high_frequency,2025-01-17 16:24:51,751.43,14.87
9615,regular,2025-02-16 18:36:27,2621.9,2.01
9616,low_frequency,2025-01-03 01:57:54,1030.24,0.2
9617,high_frequency,2025-02-13 00:04:14,986.04,6.12
9618,low_frequency,2025-01-22 17:02:11,2041.24,1.14
9619,low_frequency,2025-02-26 08:23:07,5601.48,0.81
9620,regular,2025-02-08 01:07:16,2626.99,4.27
9621,regular,2025-01-13 19:11:07,2575.82,6.16
9622,regular,2025-01-28 12:23:23,1137.77,6.47
9623,low_frequency,2025-02-03 09:22:13,1721.28,1.58
9624,low_frequency,2025-03-04 13:00:50,856.41,1.02
9625,low_frequency,2025-02-12 10:25:29,4418.43,1.01
9626,high_frequency,2025-02-10 12:58:03,2714.78,12.55
9627,low_frequency,2025-01-28 10:05:43,1423.21,0.62
9628,high_value,2025-04-12 19:52:35,12706.61,4.93
9629,low_frequency,2025-02-04 12:52:50,1332.03,0.72
9630,low_frequency,2025-02-01 08:47:14,2563.81,0.45
9631,regular,2025-02-07 17:18:35,2114.76,3.97
9632,low_frequency,2025-03-02 03:09:08,2031.09,1.86
9633,regular,2025-02-12 17:35:16,1061.92,3.6
9634,high_value,2025-03-22 19:13:28,2660.85,3.77
9635,high_frequency,2025-01-12 11:19:25,1834.13,12.36
9636,regular,2025-05-13 03:51:01,2837.47,2.1
9637,regular,2025-02-14 21:22:23,685.57,1.51
9638,low_frequency,2025-01-28 09:17:09,2215.0,0.34
9639,high_frequency,2025-02-15 06:42:29,575.31,16.81
9640,low_frequency,2025-04-01 15:04:42,1872.49,0.61
9641,low_frequency,2025-04-05 15:17:29,694.3,1.73
9642,regular,2025-02-12 07:49:38,992.91,4.7
9643,low_frequency,2025-01-15 12:15:00,900.0,0.43
9644,regular,2025-01-22 22:20:55,2322.46,1.11
9645,low_frequency,2025-01-28 20:55:22,835.48,0.76
9646,low_frequency,2025-03-08 06:08:27,701.29,0.9
9647,regular,2025-04-25 11:11:56,1711.99,3.49
9648,regular,2025-02-21 09:53:17,938.91,5.83
9649,high_value,2025-01-11 17:05:45,3893.95,3.08
9650,low_frequency,2025-01-16 08:16:39,1624.11,0.2
9651,low_frequency,2025-01-05 04:09:27,1823.63,0.56
9652,low_frequency,2025-03-15 07:00:38,1805.51,1.07
9653,regular,2025-01-25 08:37:21,2994.8,5.21
9654,low_frequency,2025-02-16 14:59:12,1044.53,0.55
9655,high_frequency,2025-01-20 01:50:04,2118.7,8.96
9656,low_frequency,2025-02-23 09:36:12,761.08,0.68
9657,high_value,2025-01-03 06:24:31,8724.67,3.39
9658,regular,2025-03-14 03:29:11,912.2,5.99
9659,regular,2025-02-07 11:37:29,1120.62,4.28
9660,low_frequency,2025-02-14 00:26:39,2079.63,0.91
9661,low_frequency,2025-03-05 03:29:51,918.13,0.89
9662,low_frequency,2025-01-09 01:21:01,1170.81,1.41
9663,regular,2025-03-24 22:45:03,1690.2,2.35
9664,regular,2025-01-23 16:56:06,987.3,3.69
9665,low_frequency,2025-02-09 12:29:02,1295.41,0.89
9666,low_frequency,2025-03-10 11:02:42,893.88,2.25
9667,high_value,2025-01-02 21:30:58,6571.9,2.29
9668,low_frequency,2025-02-22 16:20:07,660.84,1.29
9669,low_frequency,2025-02-10 22:41:00,1805.02,1.11
9670,low_frequency,2025-05-05 22:51:20,764.94,1.02
9671,low_frequency,2025-02-26 18:24:47,822.7,1.67
9672,regular,2025-02-08 17:44:20,2337.68,1.96
9673,regular,2025-03-03 01:40:44,996.19,5.74
9674,regular,2025-01-21 20:52:14,2263.06,2.03
9675,regular,2025-02-15 10:28:36,913.47,4.76
9676,low_frequency,2025-01-11 21:17:28,1260.45,0.2
9677,low_frequency,2025-01-30 16:34:05,2642.67,0.2
9678,high_frequency,2025-02-06 17:11:38,1705.79,8.11
9679,low_frequency,2025-01-16 03:23:46,1784.98,0.48
9680,low_frequency,2025-04-02 13:36:41,1310.99,1.51
9681,regular,2025-04-12 01:57:55,1108.88,4.91
9682,regular,2025-02-03 17:48:53,896.13,3.8
9683,low_frequency,2025-01-03 18:49:33,1909.91,0.2
9684,high_value,2025-01-28 06:21:16,7150.46,2.26
9685,low_frequency,2025-01-20 03:14:14,1395.38,1.24
9686,high_value,2025-01-08 14:38:44,2134.16,4.76
9687,low_frequency,2025-01-16 07:34:16,1168.48,0.92
9688,regular,2025-03-13 10:52:57,1419.11,4.03
9689,low_frequency,2025-01-24 14:07:19,1182.78,1.28
9690,high_frequency,2025-02-05 13:31:47,711.08,8.07
9691,regular,2025-03-17 22:52:35,1338.85,4.66
9692,high_frequency,2025-01-25 17:15:19,894.11,11.94
9693,high_frequency,2025-03-25 10:59:50,912.02,10.77
9694,regular,2025-02-12 12:39:54,1703.57,4.61
9695,low_frequency,2025-04-24 10:09:44,1547.74,1.39
9696,low_frequency,2025-01-02 11:41:03,1177.11,1.27
9697,high_value,2025-01-07 06:41:17,7800.78,4.87
9698,high_value,2025-02-04 10:37:35,1321.92,6.0
9699,low_frequency,2025-01-04 00:32:54,869.39,0.81
9700,low_frequency,2025-03-09 23:01:49,2321.43,0.9
9701,low_frequency,2025-02-17 07:34:54,705.43,0.61
9702,low_frequency,2025-01-30 09:23:37,988.75,0.44
9703,low_frequency,2025-02-13 07:04:28,1356.25,0.87
9704,high_frequency,2025-01-18 05:53:41,3092.81,9.31
9705,low_frequency,2025-01-03 03:59:33,980.8,0.92
9706,high_frequency,2025-05-15 14:50:46,848.39,8.42
9707,high_value,2025-04-08 00:04:38,5373.31,3.35
9708,low_frequency,2025-01-04 21:24:15,848.36,0.68
9709,regular,2025-01-17 13:34:01,1576.05,2.5
9710,regular,2025-05-23 13:28:02,1545.4,3.8
9711,low_frequency,2025-01-23 23:08:22,2248.53,1.62
9712,regular,2025-03-21 00:04:18,1319.54,4.84
9713,regular,2025-04-13 21:10:20,542.6,3.31
9714,low_frequency,2025-01-08 04:19:29,1467.89,0.52
9715,high_frequency,2025-02-13 05:23:04,4168.07,15.71
9716,low_frequency,2025-05-27 06:07:07,596.66,0.63
9717,low_frequency,2025-02-02 13:17:53,2003.8,1.4
9718,high_value,2025-01-11 13:46:59,5330.96,1.0
9719,low_frequency,2025-03-11 14:25:59,669.16,1.15
9720,low_frequency,2025-01-01 20:32:51,1494.66,0.53
9721,low_frequency,2025-03-09 17:35:56,1010.57,0.89
9722,low_frequency,2025-01-23 10:54:24,656.86,0.88
9723,regular,2025-04-09 05:02:05,3232.01,4.99
9724,regular,2025-04-01 07:53:48,754.33,3.13
9725,low_frequency,2025-01-19 03:27:18,1724.37,0.2
9726,regular,2025-01-16 07:49:26,1913.35,3.61
9727,low_frequency,2025-01-25 02:38:10,1081.29,1.76
9728,low_frequency,2025-02-23 21:22:16,3312.33,1.49
9729,high_value,2025-01-06 10:19:41,3025.18,2.42
9730,high_frequency,2025-01-15 16:56:42,1367.48,8.81
9731,regular,2025-01-17 02:17:42,3174.11,6.29
9732,low_frequency,2025-02-15 20:33:24,3051.02,1.74
9733,regular,2025-04-30 18:36:56,2187.32,4.03
9734,high_frequency,2025-03-03 21:35:00,3119.28,9.73
9735,high_frequency,2025-03-16 14:30:44,5591.97,14.21
9736,regular,2025-05-18 14:49:35,594.3,5.51
9737,regular,2025-01-18 05:51:53,1332.45,3.3
9738,low_frequency,2025-01-30 06:57:51,388.25,1.13
9739,low_frequency,2025-02-23 10:08:35,1249.25,1.08
9740,low_frequency,2025-02-01 05:25:10,2183.12,1.03
9741,low_frequency,2025-04-02 10:34:29,1027.26,0.87
9742,low_frequency,2025-02-05 23:02:12,2789.22,0.76
9743,regular,2025-01-15 21:33:37,5030.76,4.24
9744,regular,2025-01-25 09:32:31,1891.86,3.1
9745,regular,2025-02-12 17:11:07,1537.46,3.12
9746,regular,2025-04-25 13:07:43,1133.85,3.23
9747,low_frequency,2025-01-18 05:53:42,1131.09,0.79
9748,regular,2025-04-11 02:16:57,4293.06,3.76
9749,high_value,2025-03-19 09:30:12,22246.37,2.02
9750,regular,2025-01-03 16:54:23,1778.04,0.2
9751,high_frequency,2025-01-17 00:56:16,996.36,15.52
9752,low_frequency,2025-02-08 06:40:58,4601.26,1.37
9753,regular,2025-01-11 13:57:47,1392.92,4.18
9754,regular,2025-04-20 18:43:58,1226.11,4.16
9755,regular,2025-01-27 06:49:39,836.17,3.22
9756,high_frequency,2025-01-08 19:34:47,923.11,9.72
9757,regular,2025-04-17 12:22:22,1204.24,1.76
9758,high_frequency,2025-01-28 15:23:55,423.67,10.61
9759,high_frequency,2025-04-12 01:35:22,1054.09,7.04
9760,high_frequency,2025-01-26 13:44:44,1400.62,12.54
9761,low_frequency,2025-01-14 19:34:26,1661.59,1.96
9762,low_frequency,2025-04-10 17:12:22,2397.35,1.12
9763,high_frequency,2025-01-08 00:52:40,2603.05,14.77
9764,regular,2025-05-01 20:43:37,1326.03,3.57
9765,high_value,2025-02-25 17:55:11,3304.93,2.98
9766,low_frequency,2025-01-23 00:53:22,721.39,0.2
9767,high_frequency,2025-01-14 03:34:50,675.88,10.58
9768,high_frequency,2025-03-22 15:43:06,641.32,5.77
9769,high_frequency,2025-03-06 21:26:18,3736.16,16.75
9770,regular,2025-02-16 01:08:35,1174.36,3.8
9771,low_frequency,2025-03-11 17:05:39,917.68,0.33
9772,regular,2025-02-09 06:22:01,1538.34,2.92
9773,regular,2025-06-01 03:28:40,1525.2,3.21
9774,low_frequency,2025-06-03 20:34:45,1717.78,1.29
9775,low_frequency,2025-01-15 15:31:36,1049.85,1.19
9776,high_frequency,2025-01-21 22:31:51,4770.19,10.73
9777,low_frequency,2025-04-20 09:24:27,754.34,0.51
9778,regular,2025-04-11 08:45:18,2065.28,5.7
9779,regular,2025-03-27 23:51:19,1277.56,6.58
9780,high_value,2025-03-16 09:37:46,4094.79,2.83
9781,regular,2025-01-17 20:05:23,4623.54,3.94
9782,low_frequency,2025-03-26 14:52:39,1018.78,1.33
9783,low_frequency,2025-02-26 20:34:33,713.03,0.97
9784,low_frequency,2025-04-02 18:59:43,705.69,1.03
9785,low_frequency,2025-01-09 23:35:59,2656.2,1.02
9786,high_frequency,2025-01-17 02:11:13,3176.63,17.65
9787,low_frequency,2025-01-23 09:33:51,1682.38,1.04
9788,low_frequency,2025-01-24 22:26:22,2154.61,0.59
9789,high_frequency,2025-04-10 07:10:41,645.1,14.84
9790,low_frequency,2025-01-02 16:37:57,1384.23,1.59
9791,low_frequency,2025-02-12 23:47:23,917.6,1.55
9792,regular,2025-03-16 07:24:42,2379.35,4.49
9793,low_frequency,2025-03-16 08:16:31,666.12,0.2
9794,low_frequency,2025-03-14 23:20:14,1020.76,0.46
9795,high_value,2025-02-10 10:21:24,3027.02,3.92
9796,high_frequency,2025-03-22 00:05:51,1932.27,9.72
9797,high_frequency,2025-01-24 07:41:30,3163.81,10.52
9798,regular,2025-02-15 22:40:26,4082.92,3.68
9799,low_frequency,2025-02-11 02:32:54,1946.25,0.89
9800,high_frequency,2025-03-06 09:03:39,1633.89,6.83
9801,regular,2025-03-30 14:55:38,1687.2,2.02
9802,low_frequency,2025-03-30 14:30:07,1146.0,1.03
9803,low_frequency,2025-01-07 19:26:59,1021.77,0.26
9804,regular,2025-03-01 08:03:04,3255.86,5.16
9805,low_frequency,2025-01-10 17:17:21,1699.53,1.34
9806,low_frequency,2025-01-20 06:09:51,1385.38,1.71
9807,low_frequency,2025-03-06 00:41:03,2191.39,0.94
9808,regular,2025-01-07 05:32:45,743.47,7.14
9809,low_frequency,2025-02-19 19:58:09,2530.37,0.65
9810,regular,2025-05-10 18:08:14,1355.81,4.73
9811,low_frequency,2025-01-19 21:20:52,1376.59,1.69
9812,regular,2025-02-15 04:21:14,3164.66,3.73
9813,low_frequency,2025-02-23 14:42:31,840.12,2.12
9814,regular,2025-02-24 06:29:19,1062.56,3.86
9815,regular,2025-03-08 03:13:48,3249.09,4.07
9816,regular,2025-03-28 09:31:45,1329.52,5.32
9817,low_frequency,2025-02-16 20:58:43,3485.39,1.95
9818,regular,2025-02-17 15:52:17,2608.94,6.19
9819,high_frequency,2025-01-11 13:30:45,3023.02,13.8
9820,low_frequency,2025-02-13 14:01:09,2007.76,1.06
9821,regular,2025-01-21 11:51:13,940.35,1.99
9822,regular,2025-03-08 05:17:44,1154.22,4.42
9823,high_frequency,2025-01-23 12:10:46,1539.02,18.16
9824,regular,2025-04-06 23:36:42,2003.16,6.0
9825,high_value,2025-02-22 06:17:50,868.85,6.56
9826,regular,2025-04-05 00:47:05,699.0,2.83
9827,regular,2025-01-04 07:26:23,714.31,2.49
9828,low_frequency,2025-04-29 21:51:39,535.99,0.43
9829,regular,2025-03-30 11:41:18,1776.91,2.35
9830,low_frequency,2025-03-04 02:42:40,300.98,0.7
9831,regular,2025-03-06 07:10:37,1709.08,3.78
9832,low_frequency,2025-01-17 10:24:57,1892.57,1.56
9833,regular,2025-03-21 22:36:02,2414.66,5.31
9834,high_frequency,2025-01-27 11:10:09,2030.84,9.32
9835,high_value,2025-01-02 20:21:56,7389.12,1.06
9836,low_frequency,2025-04-09 18:11:19,1022.92,1.36
9837,high_frequency,2025-04-25 23:20:35,1962.15,9.08
9838,high_frequency,2025-05-13 09:12:35,6264.01,6.32
9839,high_frequency,2025-02-08 17:54:13,1201.4,10.7
9840,regular,2025-02-28 07:42:17,599.44,6.11
9841,low_frequency,2025-02-23 04:36:21,1316.19,1.41
9842,high_frequency,2025-01-13 20:58:30,1842.87,7.81
9843,regular,2025-02-20 15:33:38,2238.61,6.2
9844,regular,2025-03-04 10:15:57,3175.5,3.98
9845,low_frequency,2025-03-04 03:07:02,507.65,1.83
9846,low_frequency,2025-04-01 12:13:12,939.62,0.35
9847,low_frequency,2025-02-01 03:29:06,1950.65,1.05
9848,regular,2025-03-05 00:26:37,2997.42,5.25
9849,regular,2025-05-13 01:56:03,4038.5,3.0
9850,high_frequency,2025-03-19 11:37:23,2066.17,11.8
9851,low_frequency,2025-03-31 11:34:57,1041.19,1.23
9852,low_frequency,2025-04-05 20:07:22,852.72,1.05
9853,low_frequency,2025-02-03 20:28:07,1723.02,0.79
9854,low_frequency,2025-02-16 07:02:08,1014.97,1.01
9855,regular,2025-04-13 03:21:18,835.96,1.66
9856,regular,2025-03-21 18:03:05,655.26,7.22
9857,high_value,2025-05-23 14:27:46,4250.9,2.58
9858,low_frequency,2025-01-03 09:08:15,536.42,1.1
9859,low_frequency,2025-01-27 07:08:36,590.41,0.54
9860,high_frequency,2025-03-14 07:12:14,3269.48,9.83
9861,low_frequency,2025-01-27 09:27:59,1229.57,0.57
9862,regular,2025-03-15 21:59:17,1690.44,7.21
9863,regular,2025-01-13 09:10:41,2246.52,7.37
9864,high_frequency,2025-01-05 00:56:00,1151.02,17.28
9865,low_frequency,2025-05-17 23:17:02,2778.07,0.81
9866,high_value,2025-01-23 22:30:48,2489.21,1.77
9867,high_value,2025-01-30 19:28:03,2395.83,2.02
9868,low_frequency,2025-01-13 04:34:19,697.73,0.7
9869,regular,2025-02-02 19:18:57,1989.34,7.28
9870,regular,2025-04-30 02:41:35,2082.09,0.3
9871,low_frequency,2025-01-25 17:42:52,171.53,0.73
9872,high_value,2025-04-09 12:32:47,3737.58,5.91
9873,low_frequency,2025-02-09 05:51:59,1156.82,0.52
9874,low_frequency,2025-04-21 11:31:44,2586.6,0.8
9875,low_frequency,2025-02-04 03:20:29,750.82,1.25
9876,regular,2025-05-06 18:52:40,3214.72,4.44
9877,high_frequency,2025-01-24 09:06:21,485.89,12.85
9878,regular,2025-03-02 11:07:10,1387.17,1.42
9879,regular,2025-02-07 21:22:17,3442.33,5.21
9880,low_frequency,2025-02-09 21:40:34,1893.82,1.5
9881,regular,2025-02-27 18:45:14,1522.9,2.78
9882,regular,2025-02-10 01:00:58,536.52,3.38
9883,regular,2025-03-12 18:31:49,1898.03,3.4
9884,regular,2025-04-12 11:37:40,2681.28,4.11
9885,high_value,2025-06-04 20:12:38,5781.97,0.72
9886,regular,2025-02-18 22:28:46,1410.66,6.95
9887,regular,2025-01-13 10:43:33,730.23,3.74
9888,regular,2025-03-30 03:47:25,3317.59,4.72
9889,low_frequency,2025-02-08 09:37:27,1109.32,1.1
9890,regular,2025-01-05 16:05:17,801.46,5.47
9891,regular,2025-02-15 09:57:44,2778.15,6.49
9892,regular,2025-03-15 06:55:46,697.34,3.3
9893,regular,2025-03-23 09:10:25,1446.59,3.47
9894,low_frequency,2025-03-27 10:26:28,1651.44,0.89
9895,low_frequency,2025-01-01 22:54:30,393.03,0.91
9896,low_frequency,2025-02-14 02:32:32,990.4,0.81
9897,regular,2025-02-10 01:53:19,714.59,5.08
9898,high_value,2025-03-29 09:24:28,5882.08,2.86
9899,regular,2025-01-07 06:34:17,1332.78,2.29
9900,regular,2025-01-27 05:59:27,1709.69,4.86
9901,regular,2025-04-27 01:18:49,891.55,3.93
9902,low_frequency,2025-03-29 06:50:04,891.01,1.72
9903,low_frequency,2025-01-19 01:42:24,1513.38,0.35
9904,low_frequency,2025-02-18 15:36:57,1182.01,1.16
9905,high_value,2025-05-16 16:58:53,3474.06,2.5
9906,low_frequency,2025-03-24 02:54:33,778.41,1.25
9907,regular,2025-02-10 20:23:16,651.98,4.02
9908,low_frequency,2025-01-31 13:27:59,797.46,1.18
9909,regular,2025-05-04 04:43:50,790.69,3.59
9910,low_frequency,2025-03-16 21:16:38,414.04,0.69
9911,high_value,2025-04-15 02:24:09,14095.8,1.45
9912,low_frequency,2025-01-23 09:54:46,981.06,0.97
9913,high_value,2025-02-15 15:10:25,8371.41,1.1
9914,regular,2025-01-18 15:03:56,5172.22,2.48
9915,regular,2025-01-31 21:46:51,1300.66,2.78
9916,regular,2025-03-03 14:52:18,1151.88,5.69
9917,regular,2025-02-22 16:47:59,1391.74,0.29
9918,low_frequency,2025-05-20 05:17:53,2340.66,0.48
9919,regular,2025-06-01 07:28:07,2105.23,4.7
9920,regular,2025-01-24 11:25:40,698.4,3.11
9921,regular,2025-03-03 15:07:59,1839.65,4.44
9922,regular,2025-01-03 19:50:38,1088.35,6.01
9923,regular,2025-01-12 06:14:25,2487.85,5.5
9924,low_frequency,2025-01-10 15:28:18,2367.67,0.91
9925,low_frequency,2025-01-03 23:27:53,1274.17,1.39
9926,low_frequency,2025-02-03 17:27:13,1565.8,1.14
9927,regular,2025-01-21 14:38:54,1864.49,2.73
9928,low_frequency,2025-02-14 21:32:57,791.06,1.49
9929,low_frequency,2025-01-22 23:09:22,1329.52,1.59
9930,high_frequency,2025-01-06 10:33:31,1958.63,12.92
9931,low_frequency,2025-01-12 01:25:53,898.61,1.97
9932,low_frequency,2025-02-11 00:00:08,981.41,1.1
9933,high_frequency,2025-03-22 18:28:55,1001.4,8.22
9934,regular,2025-02-09 23:27:26,1352.29,4.87
9935,high_frequency,2025-01-12 01:21:52,706.81,8.67
9936,low_frequency,2025-01-09 02:59:59,2332.1,1.39
9937,regular,2025-03-31 09:38:57,1908.82,5.87
9938,high_value,2025-01-23 21:57:29,3271.67,2.74
9939,low_frequency,2025-03-25 21:40:16,679.0,0.83
9940,low_frequency,2025-03-24 22:02:42,1274.81,1.11
9941,low_frequency,2025-01-22 04:21:31,1671.77,1.42
9942,high_frequency,2025-03-08 06:25:50,910.91,11.77
9943,low_frequency,2025-02-07 06:00:48,1190.59,1.47
9944,regular,2025-02-22 03:05:56,3394.47,1.96
9945,regular,2025-01-03 10:25:09,2094.27,4.2
9946,high_value,2025-01-27 19:44:12,6365.33,4.36
9947,low_frequency,2025-02-03 07:04:22,2178.15,0.55
9948,regular,2025-03-04 03:19:35,4824.18,0.25
9949,high_value,2025-02-04 22:30:37,2860.06,1.75
9950,low_frequency,2025-01-28 00:42:59,813.01,0.97
9951,regular,2025-01-26 01:09:30,3141.53,2.36
9952,low_frequency,2025-02-18 07:50:59,1254.22,1.07
9953,low_frequency,2025-02-24 04:25:03,3218.2,1.26
9954,low_frequency,2025-02-16 05:42:21,986.07,1.39
9955,low_frequency,2025-01-13 17:59:09,516.89,0.92
9956,low_frequency,2025-01-07 05:08:49,927.16,0.74
9957,high_frequency,2025-04-26 23:53:53,1472.5,18.76
9958,regular,2025-04-28 02:50:38,1537.78,5.38
9959,regular,2025-04-17 08:07:42,1814.13,4.97
9960,regular,2025-02-05 06:29:37,922.89,2.34
9961,high_value,2025-02-05 05:15:42,12327.03,4.38
9962,low_frequency,2025-02-19 13:38:54,1466.75,1.31
9963,low_frequency,2025-01-10 04:29:47,654.62,2.06
9964,low_frequency,2025-01-19 05:22:15,372.78,0.2
9965,high_frequency,2025-01-31 21:40:56,1385.66,3.19
9966,high_frequency,2025-05-04 01:39:13,1148.15,21.22
9967,regular,2025-03-02 08:16:51,597.47,3.04
9968,low_frequency,2025-01-22 09:29:58,1215.96,1.09
9969,regular,2025-02-12 19:29:33,1874.99,4.47
9970,regular,2025-04-30 02:15:01,848.23,3.66
9971,low_frequency,2025-01-21 11:34:21,1193.06,0.68
9972,low_frequency,2025-03-15 13:43:16,1102.85,0.58
9973,low_frequency,2025-02-03 21:34:34,2021.25,1.04
9974,regular,2025-01-12 04:58:44,3221.62,5.28
9975,high_value,2025-05-08 00:22:49,4207.78,5.05
9976,low_frequency,2025-03-19 15:54:44,817.72,1.22
9977,high_value,2025-01-18 21:36:23,3230.6,2.63
9978,regular,2025-01-17 03:13:32,807.64,3.46
9979,regular,2025-01-03 13:57:26,953.58,2.66
9980,high_frequency,2025-02-15 04:30:13,790.21,17.84
9981,regular,2025-02-19 08:34:51,748.19,5.7
9982,low_frequency,2025-02-17 06:46:03,945.73,0.22
9983,low_frequency,2025-01-09 07:53:01,3214.11,1.06
9984,high_frequency,2025-02-07 00:22:59,1393.31,14.29
9985,regular,2025-02-02 23:23:21,968.33,2.77
9986,low_frequency,2025-02-17 05:58:16,3001.45,0.56
9987,regular,2025-02-15 15:09:41,2488.87,3.24
9988,low_frequency,2025-03-09 08:04:36,601.89,0.75
9989,low_frequency,2025-03-12 15:24:32,1121.4,1.2
9990,high_frequency,2025-02-24 03:53:04,685.22,12.46
9991,regular,2025-01-13 09:56:50,1793.15,0.41
9992,low_frequency,2025-02-01 11:36:55,920.29,0.2
9993,regular,2025-02-14 17:54:27,546.65,3.57
9994,high_value,2025-01-26 18:27:42,6937.44,4.61
9995,low_frequency,2025-05-05 13:30:09,461.25,0.29
9996,low_frequency,2025-01-22 06:17:37,1448.29,1.54
9997,low_frequency,2025-03-03 04:30:49,1489.72,2.26
9998,low_frequency,2025-02-13 03:44:51,2443.99,0.96
9999,low_frequency,2025-01-18 21:06:29,932.97,0.2
10000,low_frequency,2025-03-23 12:02:28,648.55,0.82
10001,low_frequency,2025-02-13 02:37:38,1105.12,2.2
10002,regular,2025-03-23 20:17:45,5592.89,4.94
10003,low_frequency,2025-01-19 10:48:32,1626.9,0.84
10004,low_frequency,2025-01-27 14:11:53,3081.65,0.21
10005,regular,2025-02-16 19:47:15,1403.35,5.02
10006,low_frequency,2025-02-07 15:37:03,650.05,1.23
10007,low_frequency,2025-02-18 06:33:00,369.28,1.08
10008,high_value,2025-02-13 03:44:05,10479.08,2.35
10009,regular,2025-02-07 20:56:04,1334.49,5.42
10010,regular,2025-01-25 10:17:05,953.6,2.58
10011,regular,2025-03-26 16:18:19,1658.61,3.5
10012,high_value,2025-04-10 16:52:03,11334.33,4.21
10013,low_frequency,2025-04-02 05:32:31,1581.99,1.4
10014,low_frequency,2025-01-31 04:31:43,753.01,0.46
10015,high_frequency,2025-03-17 15:57:20,2311.59,16.09
10016,low_frequency,2025-02-22 09:07:56,567.57,1.16
10017,regular,2025-02-13 20:59:43,2907.57,5.53
10018,low_frequency,2025-04-02 22:31:55,1416.59,0.97
10019,low_frequency,2025-04-21 09:52:10,1473.28,1.39
10020,regular,2025-01-20 10:58:55,1028.12,3.98
10021,regular,2025-03-19 01:34:38,5552.86,5.68
10022,regular,2025-02-02 19:58:19,1033.13,2.81
10023,low_frequency,2025-02-21 01:49:28,718.2,1.06
10024,low_frequency,2025-02-08 07:48:16,1071.73,0.46
10025,regular,2025-02-05 02:53:49,1626.48,1.31
10026,low_frequency,2025-04-19 20:54:08,1745.04,1.92
